Name,Team,FR,Events-FR,SO,Events-SO,JR,Events-JR,SR,Events-SR,Total Points
Savannah Padgett,Virginia Tech,,,,,,,,,0
Madalyn Ulrich,Virginia Tech,,,,,4,3,,,4
Emma Villareal,Virginia Tech,,,,,,,28,3,28
Logan Williams,Virginia Tech,,,,,,,,,0
Jessica Arnold,Virginia Tech,15,4,,,,,,,15
Danielle Griggs,Virginia Tech,,,0,3,12,3,0,3,12
Abigail Jones,Virginia Tech,,,,,,,,,0
Sydney Pesetti,Virginia Tech,2,3,0,3,,,,,2
Ashlynn Peters,Virginia Tech,32,3,68,3,77,3,35,3,212
Leah Rogers,Virginia Tech,,,5,3,16,3,3,3,24
Madison Rylee,Virginia Tech,,,,,,,,,0
Abigail Stone,Virginia Tech,,,,,,,,,0
Jenna Beattie,Virginia Tech,12,3,11,3,5,3,6,3,34
Baillie Cameron,Virginia Tech,,,,,,,,,0
Caroline DeJager,Virginia Tech,,,,,,,,,0
Miranda Eberle,Virginia Tech,6,3,22,3,,,,,28
Reka Gyorgy,Virginia Tech,78,3,54,4,63,3,,,195
Chloe Hicks,Virginia Tech,33,3,30,3,,,,,63
Sydney Kirsch,Virginia Tech,,,,,,,,,0
Grace Kowal,Virginia Tech,15,3,32,3,,,,,47
Eleanor Matheson,Virginia Tech,0,3,29,3,2,3,,,31
Kayla Purcell,Virginia Tech,,,,,7,3,12,3,19
Margarita Ryan,Virginia Tech,,,,,2,3,5,3,7
Erin Scott,Virginia Tech,,,,,,,11,2,11
HANNAH WILDING,Virginia Tech,,,,,,,,,0
Abigail Andrusin,Virginia Tech,,,6,3,,,,,6
Jessica Beattie,Virginia Tech,,,,,,,,,0
Emily Meilus,Virginia Tech,11,3,9,4,18,2,,,38
Nicole Pape,Virginia Tech,,,,,,,,,0
Molly Sheffield,Virginia Tech,,,1,3,,,,,1
Heather Sigmon,Virginia Tech,,,,,,,,,0
Joelle Vereb,Virginia Tech,27,3,66,4,58,3,,,151
Regan Westwood,Virginia Tech,,,,,5,3,,,5
Maya Atkins,Virginia Tech,,,,,,,,,0
Julia Bruneau,Virginia Tech,0,3,,,,,,,0
Jennifer Hauser,Virginia Tech,,,,,,,,,0
Annalee Johnson,Virginia Tech,,,,,,,,,0
Anna Landon,Virginia Tech,2,3,4,3,,,,,6
Abby Larson,Virginia Tech,0,3,,,,,,,0
Brooke Leftwich,Virginia Tech,15,3,,,,,,,15
Teagan Moravek,Virginia Tech,16,3,44,3,,,,,60
Isabel Mroz,Virginia Tech,,,6,3,,,,,6
Lara Siebrecht,Virginia Tech,,,,,,,,,0
Alexandra Slayton,Virginia Tech,,,,,,,,,0
Loulou Vos,Virginia Tech,31,3,32,3,,,,,63
Mary Burt,Virginia Tech,,,,,,,,,0
Grace Cutrell,Virginia Tech,,,,,,,,,0
Caroline De Jager,Virginia Tech,,,,,,,,,0
Karisa Franz,Virginia Tech,,,,,,,,,0
Hannah Jirsa,Virginia Tech,,,,,,,,,0
Abigal Larson,Virginia Tech,,,13,3,,,,,13
Lauren Meeker,Virginia Tech,,,,,,,,,0
Morgan Miller,Virginia Tech,14,3,,,,,,,14
Rose Pouch,Virginia Tech,,,,,,,,,0
Erin Quinn,Virginia Tech,,,,,,,,,0
Shelby Raber,Virginia Tech,,,,,,,,,0
Sophia Ryan,Virginia Tech,,,,,,,,,0
Sarah Shackelford,Virginia Tech,18,3,,,,,,,18
Julia Smith,Virginia Tech,1,3,,,,,,,1
Jenna Thompson,Virginia Tech,7,3,,,,,,,7
Brooke Travis,Virginia Tech,,,35,3,,,,,35
Rainey Vause,Virginia Tech,,,,,,,,,0
Ashley Worden,Virginia Tech,,,,,,,,,0
Andrea Acquista,University of Louisville,,,31,3,71,3,44,3,146
Erica Belcher,University of Louisville,,,,,,,53,3,53
Devon Bibault,University of Louisville,,,,,30,3,13,3,43
Kristina Brandenburg,University of Louisville,,,,,,,,,0
Mackenzie Buss,University of Louisville,,,6,3,6,3,,,12
Abigail Chin,University of Louisville,,,,,,,52,3,52
Emma Coakley,University of Louisville,,,,,,,,,0
Andrea Cottrell,University of Louisville,,,69,3,84,3,82,3,235
Johanna Cowley,University of Louisville,,,,,,,,,0
Kelsi Dahlia,University of Louisville,,,,,92,3,96,3,188
Nicole Glazer,University of Louisville,,,,,,,,,0
Abigail Houck,University of Louisville,,,30,3,59,3,43,3,132
Madaline Ingmire,University of Louisville,,,,,,,35,3,35
Andrea Kneppers,University of Louisville,,,,,67,3,41,3,108
Gisselle Kohoyda,University of Louisville,,,,,,,,,0
Lucy Kramer,University of Louisville,,,,,6,3,6,3,12
Tanja Kylliainen,University of Louisville,,,,,,,96,5,96
Lindsey Laporte,University of Louisville,,,,,,,,,0
Rachael Lewis,University of Louisville,,,,,,,,,0
Breann McDowell,University of Louisville,,,,,,,,,0
Mary Mittel,University of Louisville,,,,,,,,,0
Carly Munchel,University of Louisville,,,,,,,,,0
Alessandra Murphy,University of Louisville,,,,,,,,,0
Emily O'Neill,University of Louisville,,,,,,,,,0
Brittany Robinson,University of Louisville,,,,,,,,,0
Alexandra Sellers,University of Louisville,,,0,3,16,3,12,3,28
Emily Stalmack,University of Louisville,,,,,,,19,3,19
Kristina Steins,University of Louisville,,,7,3,,,,,7
Paige Ezell,University of Louisville,,,,,,,,,0
Rachel Grooms,University of Louisville,12,3,,,,,,,12
Lauren Herich,University of Louisville,,,,,,,,,0
Lauren James,University of Louisville,,,16,3,25,3,13,3,54
Ashley LeClair,University of Louisville,17,3,42,3,,,,,59
Hannah Magnuson,University of Louisville,13,3,11,2,8,3,,,32
Alli Murphy,University of Louisville,,,,,,,,,0
Margaret Patterson,University of Louisville,7,3,,,,,,,7
Marah Pugh,University of Louisville,41,3,37,3,1,1,,,79
Luana Ribeiro,University of Louisville,,,,,,,,,0
Emily Sarratt,University of Louisville,,,,,,,,,0
Caitlin Ahern,University of Louisville,,,,,,,,,0
Clara Baggett,University of Louisville,,,,,,,,,0
Rachael Bradford-Feldman,University of Louisville,77,3,73,4,82,3,,,232
Mallory Comerford,University of Louisville,88,4,92,3,96,3,96,3,372
Alina Kendzior,University of Louisville,62,4,71,4,63,4,59,4,255
Grace Long,University of Louisville,,,,,,,,,0
Emily Moser,University of Louisville,13,3,33,3,,,,,46
Manuela Sampaio,University of Louisville,6,3,,,,,,,6
Avery Braunecker,University of Louisville,,,26,3,33,3,,,59
Sophie Cattermole,University of Louisville,,,17,3,71,3,47,3,135
Casey Fanz,University of Louisville,51,3,49,3,33,3,53,3,186
Molly Fears,University of Louisville,22,3,59,3,61,3,71,3,213
Nastja Govejšek,University of Louisville,,,,,,,,,0
Silvia Guerra,University of Louisville,38,3,,,,,,,38
Margaret Jahns,University of Louisville,,,7,3,,,,,7
Emily LeClair,University of Louisville,,,,,,,,,0
Grace Oglesby,University of Louisville,58,3,87,3,87,3,71,3,303
Brianna Price,University of Louisville,,,,,,,,,0
Michaela Sliney,University of Louisville,,,6,3,55,3,,,61
Sofie Underdahl,University of Louisville,21,3,,,,,,,21
Jillian Visscher,University of Louisville,33,3,61,3,49,3,38,3,181
Hannah Whiteley,University of Louisville,,,,,,,,,0
Mariia ASTASHKINA,University of Louisville,68,3,49,3,62,3,,,179
Morgan Friesen,University of Louisville,49,3,49,3,47,3,,,145
Rachel Howard,University of Louisville,,,,,,,,,0
Alina JUNGKLAUS,University of Louisville,,,,,,,,,0
Carley Lowe,University of Louisville,28,3,,,22,3,,,50
Arina OPENYSHEVA,University of Louisville,18,3,45,3,75,3,,,138
Ashlyn Schoof,University of Louisville,26,3,,,,,,,26
Diana Dunn,University of Louisville,,,23,3,,,,,23
Anika Holland,University of Louisville,,,,,,,,,0
Alena Kraus,University of Louisville,47,3,64,3,,,,,111
Elizabeth Lambert,University of Louisville,,,,,,,,,0
Sophia Middendorf,University of Louisville,,,,,,,,,0
Allyson Schafer,University of Louisville,,,,,,,,,0
Kaitlyn Schorr,University of Louisville,,,,,,,,,0
Annette Schultz,University of Louisville,,,,,,,,,0
Maria Sumida,University of Louisville,48,3,40,3,,,,,88
Kelly Tichenor,University of Louisville,,,,,,,,,0
Kaylee Wheeler,University of Louisville,31,3,31,3,,,,,62
Kyla Alexander,University of Louisville,,,,,,,,,0
Abigail Andrews,University of Louisville,14,3,,,,,,,14
Elizabeth Dodd,University of Louisville,,,,,,,,,0
Abbie Erickson,University of Louisville,,,,,,,,,0
Abigail Hay,University of Louisville,62,3,,,,,,,62
Madison Luther,University of Louisville,22,3,,,,,,,22
Christiana Regenauer,University of Louisville,50,3,,,,,,,50
