Name,Team,Swimmer_ID,hometown,Starting season,Power_Index,FR,Events-FR,Freshman_PPE,SO,Events-SO,Sophomore_ppe,JR,Events-JR,Junior_ppe,SR,Events-SR,Senior_ppe,Total_Points,Total_Events,Total_ppe
Timothy Benage,Boston College,149175,MO,15,22.44,,,0,,,0,75,3,25.0,12,3,4.0,87,6,14.5
Brett Bonzell,Boston College,142346,CA,17,26.26,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Caleb Bower,Boston College,203887,MA,15,61.95,,,0,,,0,,,0,,,0,0,0,0
Michael Bryant,Boston College,111500,GA,15,13.42,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Ryan Cahalane,Boston College,124097,CT,15,64.44,,,0,,,0,,,0,,,0,0,0,0
Jason Castillo,Boston College,204104,USA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Connor Chamness,Boston College,270486,VA,17,37.93,0,3,0.0,0,4,0.0,0,3,0.0,0,3,0.0,0,13,0.0
Joseph Costa,Boston College,192748,CA,15,18.22,,,0,,,0,,,0,,,0,0,0,0
Drew Cuttic,Boston College,76191,GA,16,28.39,,,0,0,3,0.0,0,3,0.0,,,0,0,6,0.0
Joseph Devlin,Boston College,259582,MD,15,77.45,,,0,,,0,,,0,,,0,0,0,0
Daniel Faugno-Fusci,Boston College,129144,CT,15,-1,,,0,,,0,,,0,,,0,0,0,0
Kieran Fitzpatrick,Boston College,181069,NY,17,27.26,,,0,,,0,,,0,,,0,0,0,0
Nicholas Henze,Boston College,203889,CA,15,9.95,,,0,,,0,0,3,0.0,2,3,0.6666666666666666,2,6,0.3333333333333333
Ryan Herron,Boston College,204136,CT,15,100.00,,,0,,,0,,,0,,,0,0,0,0
David Howard,Boston College,199798,NY,17,21.43,0,3,0.0,0,3,0.0,0,3,0.0,0,3,0.0,0,12,0.0
David Hunter,Boston College,150324,MA,16,42.93,,,0,0,3,0.0,0,3,0.0,0,3,0.0,0,9,0.0
Robert Johnson,Boston College,409682,NY,14,100.00,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Luke Keffer,Boston College,37417,CA,15,18.94,,,0,,,0,,,0,,,0,0,0,0
Daniel Kelly,Boston College,220049,IL,16,58.45,,,0,15,3,5.0,7,3,2.3333333333333335,16,4,4.0,38,10,3.8
Cole Malatesta,Boston College,231670,MA,17,-1,0,2,0.0,6,3,2.0,10,2,5.0,0,2,0.0,16,9,1.7777777777777777
Jack McCarthy,Boston College,295536,MA,17,100.00,0,2,0.0,0,2,0.0,0,2,0.0,0,2,0.0,0,8,0.0
Richard Mcdonnell,Boston College,216000,NY,17,-1,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Shawn McNiff,Boston College,247034,MA,16,100.00,,,0,,,0,,,0,,,0,0,0,0
Sean Murphy,Boston College,153581,NJ,15,63.44,,,0,,,0,1,5,0.2,,,0,1,5,0.2
Grant Neil,Boston College,236828,WA,14,-1,,,0,,,0,,,0,,,0,0,0,0
Ryan Reede,Boston College,201857,CA,16,86.45,,,0,,,0,,,0,,,0,0,0,0
Anthony Richardson,Boston College,230350,PA,17,20.25,3,3,1.0,0,6,0.0,0,4,0.0,0,4,0.0,3,17,0.17647058823529413
Alexander Rudolph,Boston College,295537,VA,14,-1,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Kenneth Rudolph,Boston College,203890,VA,15,-1,,,0,,,0,,,0,0,3,0.0,0,3,0.0
David Rusyniak,Boston College,297789,USA,14,-1,,,0,,,0,,,0,,,0,0,0,0
Estephan Saliba,Boston College,206149,CA,16,24.10,,,0,0,3,0.0,0,3,0.0,,,0,0,6,0.0
Patrick Scordato,Boston College,177619,MD,14,19.92,,,0,,,0,,,0,,,0,0,0,0
Patrick Sheerin,Boston College,177171,MD,17,35.28,,,0,,,0,,,0,,,0,0,0,0
Carter Smith,Boston College,123823,AZ,15,38.43,,,0,,,0,,,0,,,0,0,0,0
Andrew Stranick,Boston College,65704,NC,15,9.91,,,0,,,0,0,3,0.0,4,3,1.3333333333333333,4,6,0.6666666666666666
Brendan Sweeney,Boston College,244832,MA,16,-1,,,0,,,0,,,0,,,0,0,0,0
Joshua Williams,Boston College,148008,ME,17,29.43,0,3,0.0,0,3,0.0,0,4,0.0,0,4,0.0,0,14,0.0
Michael Woodbury,Boston College,159193,MA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Matthew Zerweck,Boston College,163996,CA,16,21.04,,,0,0,3,0.0,0,4,0.0,0,3,0.0,0,10,0.0
Aram Barmakian,Boston College,234029,NJ,15,21.43,,,0,,,0,,,0,,,0,0,0,0
Mathew Brennan,Boston College,329214,NY,18,-1,,,0,,,0,,,0,,,0,0,0,0
Mckenzie Cole,Boston College,233612,NC,18,25.93,,,0,0,4,0.0,0,3,0.0,0,4,0.0,0,11,0.0
Ian Cooper,Boston College,360425,MA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Daniel Creighton,Boston College,219834,IL,18,28.43,,,0,0,4,0.0,0,3,0.0,0,4,0.0,0,11,0.0
Cameron Howe,Boston College,271047,IN,15,59.95,,,0,,,0,,,0,,,0,0,0,0
Nicolas Junghahn,Boston College,291859,FL,18,23.58,0,4,0.0,0,3,0.0,0,3,0.0,0,3,0.0,0,13,0.0
Joshua Lacey,Boston College,182564,NY,18,23.79,,,0,,,0,,,0,,,0,0,0,0
Kevin McCoy,Boston College,220440,MD,18,48.93,0,4,0.0,0,4,0.0,0,3,0.0,0,6,0.0,0,17,0.0
John Mooers,Boston College,177613,MD,18,12.07,0,3,0.0,0,3,0.0,0,3,0.0,,,0,0,9,0.0
Fernando Saenz Del Villar,Boston College,322837,TX,18,24.22,,,0,,,0,,,0,,,0,0,0,0
Kyle Zarriello,Boston College,259043,NY,18,39.14,,,0,,,0,,,0,,,0,0,0,0
Taylor Cortens,Boston College,289479,CA,19,20.77,0,5,0.0,5,3,1.6666666666666667,4,6,0.6666666666666666,20,5,4.0,29,19,1.5263157894736843
Grant Dalton,Boston College,428733,USA,18,100.00,,,0,,,0,,,0,,,0,0,0,0
Colin Derdeyn,Boston College,212936,MO,19,23.69,0,3,0.0,0,3,0.0,0,3,0.0,0,3,0.0,0,12,0.0
Landon Futch,Boston College,210902,LA,19,27.58,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Nathaniel Greeley,Boston College,339519,NC,19,28.42,,,0,,,0,,,0,,,0,0,0,0
Arthur Hidalgo,Boston College,236397,MO,19,31.68,,,0,,,0,,,0,,,0,0,0,0
Charles Kleinsmith,Boston College,329219,NY,19,-1,,,0,0,3,0.0,0,4,0.0,11,4,2.75,11,11,1.0
Robert McCrory,Boston College,276605,CT,19,100.00,,,0,,,0,,,0,0,2,0.0,0,2,0.0
Nicholas Miller,Boston College,220299,IN,19,26.92,,,0,0,3,0.0,0,4,0.0,0,4,0.0,0,11,0.0
Keating Mosher,Boston College,210302,FL,19,21.67,0,3,0.0,0,3,0.0,,,0,,,0,0,6,0.0
Denis Reznik,Boston College,283014,CA,19,19.92,,,0,,,0,,,0,,,0,0,0,0
Jackson Rotondo,Boston College,428736,CT,19,-1,,,0,,,0,0,2,0.0,,,0,0,2,0.0
Matthew Sabal,Boston College,249384,MN,19,39.08,,,0,,,0,,,0,,,0,0,0,0
Peter Tomljanovic,Boston College,260051,NJ,19,40.89,,,0,,,0,,,0,,,0,0,0,0
Cole Vanderwel,Boston College,292000,WA,19,18.39,0,4,0.0,,,0,,,0,,,0,0,4,0.0
Matthew Amedeo,Boston College,280963,MA,20,26.16,,,0,,,0,,,0,,,0,0,0,0
Matthew Denave,Boston College,302883,MI,20,32.41,,,0,,,0,,,0,,,0,0,0,0
Jonathan Farah,Boston College,253895,FL,20,21.90,,,0,,,0,0,4,0.0,0,4,0.0,0,8,0.0
Sami Fares,Boston College,341058,OH,20,31.26,,,0,,,0,0,2,0.0,0,2,0.0,0,4,0.0
Brendan Gatward,Boston College,269633,MI,20,22.29,0,3,0.0,0,4,0.0,,,0,,,0,0,7,0.0
Christian Gillette,Boston College,515419,USA,20,-1,,,0,,,0,,,0,,,0,0,0,0
Michael Hinton,Boston College,301625,CO,20,14.35,0,3,0.0,0,3,0.0,0,3,0.0,0,3,0.0,0,12,0.0
Evan O'Mara,Boston College,348458,NJ,20,-1,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Lucas Saliba,Boston College,411622,CA,20,27.33,,,0,0,4,0.0,,,0,,,0,0,4,0.0
Michael Spence,Boston College,351467,CA,20,41.71,,,0,,,0,,,0,,,0,0,0,0
Griffin Taylor,Boston College,399927,NY,20,26.54,,,0,,,0,,,0,,,0,0,0,0
Maxwell Threlkeld,Boston College,269615,MI,20,22.79,,,0,0,4,0.0,,,0,0,3,0.0,0,7,0.0
Peter Bankes,Boston College,272151,MA,21,36.49,,,0,,,0,,,0,,,0,0,0,0
Kevin Chandra,Boston College,349527,CA,21,22.89,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Zachary Maher,Boston College,271455,PA,21,22.99,,,0,,,0,,,0,,,0,0,0,0
Colin O'Leary,Boston College,327211,IL,21,-1,3,4,0.75,0,4,0.0,0,3,0.0,,,0,3,11,0.2727272727272727
Alexander Santana,Boston College,500848,CA,21,13.23,0,4,0.0,0,3,0.0,0,4,0.0,,,0,0,11,0.0
Edward Schlehr,Boston College,409439,OH,21,27.24,,,0,,,0,,,0,,,0,0,0,0
Matthew Shelton,Boston College,322102,GA,21,17.17,0,4,0.0,0,3,0.0,0,3,0.0,,,0,0,10,0.0
Peter Shepanzyk,Boston College,169313,NJ,21,20.45,0,3,0.0,0,3,0.0,0,2,0.0,,,0,0,8,0.0
William Suchy,Boston College,358706,CT,21,19.26,0,4,0.0,0,3,0.0,0,3,0.0,,,0,0,10,0.0
Paul Boyce,Boston College,378066,VA,21,25.53,,,0,,,0,0,3,0.0,,,0,0,3,0.0
Oliver Brown,Boston College,417306,PA,22,20.47,,,0,,,0,,,0,,,0,0,0,0
Talmage Corey,Boston College,385237,UT,22,20.27,,,0,,,0,,,0,,,0,0,0,0
John Fenton,Boston College,417258,NJ,22,20.76,,,0,,,0,,,0,,,0,0,0,0
Damion Geoghegan Ribeiro,Boston College,958239,NY,22,-1,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Tyler Gruwell,Boston College,410886,CA,22,16.16,0,4,0.0,,,0,,,0,,,0,0,4,0.0
Cole Gvozdas,Boston College,404851,VA,22,18.34,0,3,0.0,0,4,0.0,,,0,,,0,0,7,0.0
Ryan Price,Boston College,408489,WA,22,16.45,0,3,0.0,0,3,0.0,,,0,,,0,0,6,0.0
Andrew Revers,Boston College,383326,VA,22,23.83,,,0,,,0,,,0,,,0,0,0,0
Samuel Roche,Boston College,597747,NY,22,17.10,0,3,0.0,4,3,1.3333333333333333,,,0,,,0,4,6,0.6666666666666666
Alex Shehab,Boston College,458933,MI,22,20.50,0,2,0.0,,,0,,,0,,,0,0,2,0.0
Matt Clark,Boston College,459029,MD,23,14.62,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Aleksej Cupic,Boston College,490856,CT,23,34.55,,,0,,,0,,,0,,,0,0,0,0
Ian Fitzpatrick,Boston College,471271,NY,23,24.78,,,0,,,0,,,0,,,0,0,0,0
Dale Nickerson,Boston College,1180154,MA,23,100.00,0,2,0.0,,,0,,,0,,,0,0,2,0.0
Matthew Szekely,Boston College,404131,PA,23,19.61,0,6,0.0,,,0,,,0,,,0,0,6,0.0
Zach Szmania,Boston College,310488,FL,23,11.33,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Stephan Todorovic,Boston College,690551,CT,23,18.83,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Delaney Brock,Duke University,208309,FL,16,27.07,,,0,,,0,,,0,,,0,0,0,0
Jack Carey,Duke University,177827,NY,14,12.97,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Victor Chen,Duke University,244687,CA,16,53.94,,,0,0,3,0.0,0,3,0.0,10,3,3.3333333333333335,10,9,1.1111111111111112
Rahul Chokshi,Duke University,240989,IND,17,38.43,,,0,,,0,,,0,,,0,0,0,0
Bradley Cline,Duke University,144094,CA,17,2.05,21,3,7.0,23,3,7.666666666666667,2,3,0.6666666666666666,1,3,0.3333333333333333,47,12,3.9166666666666665
Romain Decrop,Duke University,244688,PA,16,3.84,,,0,,,0,,,0,,,0,0,0,0
Jonathan Derlath,Duke University,154264,NY,15,26.93,,,0,,,0,,,0,,,0,0,0,0
Evrim Ersu,Duke University,269980,TUR,14,35.45,,,0,,,0,,,0,,,0,0,0,0
Tyler Fleming,Duke University,70272,NC,15,49.94,,,0,,,0,,,0,,,0,0,0,0
Kevin Fraser,Duke University,269958,CAN,17,6.90,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Hunter Knight,Duke University,91922,VA,15,3.85,,,0,,,0,50,3,16.666666666666668,,,0,50,3,16.666666666666668
Stefan Knight,Duke University,69955,CA,15,6.33,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Peter Kropp,Duke University,142243,CA,17,2.29,30,3,10.0,32,3,10.666666666666666,36,3,12.0,52,3,17.333333333333332,150,12,12.5
Joseph Maginnis,Duke University,178814,PA,17,11.49,1,3,0.3333333333333333,1,4,0.25,,,0,12,3,4.0,14,10,1.4
Nicholas McCrory,Duke University,93041,NC,14,100.00,,,0,,,0,,,0,96,3,32.0,96,3,32.0
Patrick Miller,Duke University,293094,NC,17,3.90,56,3,18.666666666666668,66,4,16.5,22,4,5.5,28,4,7.0,172,15,11.466666666666667
Tze Ng,Duke University,293095,USA,16,-1,,,0,0,3,0.0,4,4,1.0,,,0,4,7,0.5714285714285714
Benedict Parfit,Duke University,259167,BER,17,17.44,,,0,,,0,,,0,,,0,0,0,0
Dylan Payne,Duke University,192691,CA,17,2.33,0,3,0.0,12,3,4.0,20,3,6.666666666666667,24,2,12.0,56,11,5.090909090909091
James Peek,Duke University,258873,GBR,14,4.89,,,0,,,0,,,0,40,3,13.333333333333334,40,3,13.333333333333334
Cole Plambeck,Duke University,296539,CA,14,-1,,,0,,,0,,,0,11,3,3.6666666666666665,11,3,3.6666666666666665
Ryan Prince,Duke University,153416,GA,16,38.93,,,0,,,0,,,0,,,0,0,0,0
Deon Reid,Duke University,364629,CA,16,100.00,,,0,18,3,6.0,,,0,,,0,18,3,6.0
Clay Sanders,Duke University,204813,VA,15,100.00,,,0,,,0,2,3,0.6666666666666666,0,3,0.0,2,6,0.3333333333333333
Michael Seaberg,Duke University,179804,MD,17,5.36,0,3,0.0,0,3,0.0,24,3,8.0,2,3,0.6666666666666666,26,12,2.1666666666666665
Samuel Sherman,Duke University,201010,NY,14,15.65,,,0,,,0,,,0,4,3,1.3333333333333333,4,3,1.3333333333333333
Lucas Suchomel,Duke University,207397,CO,15,25.95,,,0,,,0,,,0,,,0,0,0,0
Kazumu Takabayashi,Duke University,168777,CT,17,8.13,10,4,2.5,9,4,2.25,32,4,8.0,17,4,4.25,68,16,4.25
Tyler Toren,Duke University,293097,PA,15,9.45,,,0,,,0,0,3,0.0,0,3,0.0,0,6,0.0
Adriaan Venter,Duke University,258707,RSA,17,26.93,,,0,,,0,,,0,,,0,0,0,0
David Armstrong,Duke University,97105,CA,16,-1,,,0,,,0,4,3,1.3333333333333333,17,3,5.666666666666667,21,6,3.5
Nicholas Bigot,Duke University,292540,CA,18,1.76,0,3,0.0,0,3,0.0,,,0,0,3,0.0,0,9,0.0
Michael Camarda,Duke University,287245,CA,15,13.72,,,0,,,0,,,0,,,0,0,0,0
John Forese,Duke University,200054,CT,16,3.41,,,0,,,0,,,0,,,0,0,0,0
Joshua Furth,Duke University,271192,CT,15,-1,,,0,,,0,,,0,,,0,0,0,0
Marco Hosfeld,Duke University,152722,FL,18,5.84,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Matthew Johnson,Duke University,167843,CA,17,4.28,,,0,18,3,6.0,34,3,11.333333333333334,17,3,5.666666666666667,69,9,7.666666666666667
Ryan Nicholson,Duke University,199548,NY,15,1.36,,,0,,,0,,,0,,,0,0,0,0
John Pearson,Duke University,291357,NJ,18,-1,,,0,,,0,,,0,,,0,0,0,0
Alexander Pena,Duke University,219068,FL,18,3.71,3,3,1.0,,,0,5,3,1.6666666666666667,0,3,0.0,8,9,0.8888888888888888
Robert Christensen,Duke University,424081,USA,19,-1,3,3,1.0,,,0,,,0,,,0,3,3,1.0
Riley Hickman,Duke University,167902,CA,19,15.75,24,3,8.0,,,0,1,3,0.3333333333333333,0,3,0.0,25,9,2.7777777777777777
Judson Howard,Duke University,258037,CA,19,16.20,32,3,10.666666666666666,30,3,10.0,60,3,20.0,64,3,21.333333333333332,186,12,15.5
Yusuke Legard,Duke University,376347,ENG,19,100.00,0,3,0.0,10,3,3.3333333333333335,17,3,5.666666666666667,20,3,6.666666666666667,47,12,3.9166666666666665
Evan Moretti,Duke University,424083,NY,19,100.00,52,3,17.333333333333332,23,3,7.666666666666667,69,3,23.0,77,3,25.666666666666668,221,12,18.416666666666668
Joshua Owsiany,Duke University,424084,PA,19,100.00,27,3,9.0,31,3,10.333333333333334,33,3,11.0,15,3,5.0,106,12,8.833333333333334
Maximilian St. George,Duke University,282148,IL,19,-1,35,3,11.666666666666666,29,3,9.666666666666666,32,4,8.0,36,4,9.0,132,14,9.428571428571429
Sean Tate,Duke University,236427,NE,19,2.24,5,3,1.6666666666666667,6,3,2.0,11,3,3.6666666666666665,22,3,7.333333333333333,44,12,3.6666666666666665
Sheldon Boboff,Duke University,284323,CA,20,4.49,,,0,6,3,2.0,10,3,3.3333333333333335,19,3,6.333333333333333,35,9,3.888888888888889
Nathaniel Hernandez,Duke University,313699,TX,20,100.00,59,3,19.666666666666668,63,3,21.0,67,3,22.333333333333332,72,3,24.0,261,12,21.75
Roger Kriegl,Duke University,287196,CA,20,3.14,23,3,7.666666666666667,,,0,,,0,,,0,23,3,7.666666666666667
Daichi Matsuda,Duke University,215740,CA,20,6.60,,,0,0,3,0.0,0,4,0.0,0,3,0.0,0,10,0.0
Christopher Murphy,Duke University,237412,VA,20,7.28,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Emir Ozsuer,Duke University,267634,TUR,20,100.00,,,0,,,0,,,0,,,0,0,0,0
Noah Stevens,Duke University,271070,NY,20,5.15,,,0,0,4,0.0,,,0,,,0,0,4,0.0
Eric Strickland,Duke University,399080,GA,20,5.08,,,0,,,0,,,0,,,0,0,0,0
Miles Williams,Duke University,364194,NC,20,7.31,0,3,0.0,42,3,14.0,55,3,18.333333333333332,47,4,11.75,144,13,11.076923076923077
NATHANIEL HARTLEY,Duke University,333868,SC,21,7.81,2,3,0.6666666666666666,7,4,1.75,7,3,2.3333333333333335,,,0,16,10,1.6
Spencer Lafata,Duke University,242561,NY,21,6.91,2,3,0.6666666666666666,2,3,0.6666666666666666,0,3,0.0,,,0,4,9,0.4444444444444444
Zachary Washart,Duke University,423876,NJ,21,8.39,0,3,0.0,0,3,0.0,0,3,0.0,,,0,0,9,0.0
Tianyi Zeng,Duke University,701053,USA,21,100.00,47,3,15.666666666666666,,,0,,,0,,,0,47,3,15.666666666666666
Adam Zimmer,Duke University,242453,MT,21,3.39,0,3,0.0,10,3,3.3333333333333335,5,3,1.6666666666666667,,,0,15,9,1.6666666666666667
Harel Anolick,Duke University,393230,IL,22,100.00,11,3,3.6666666666666665,6,3,2.0,,,0,,,0,17,6,2.8333333333333335
John Day,Duke University,356821,NC,22,18.60,,,0,,,0,,,0,,,0,0,0,0
David Hallaron,Duke University,388152,TX,22,8.06,0,3,0.0,0,3,0.0,,,0,,,0,0,6,0.0
Cole Reznick,Duke University,413206,CA,22,10.04,1,3,0.3333333333333333,22,3,7.333333333333333,,,0,,,0,23,6,3.8333333333333335
Everett Werner,Duke University,400813,WA,22,9.98,0,3,0.0,2,3,0.6666666666666666,,,0,,,0,2,6,0.3333333333333333
Matthew Whelan,Duke University,324159,VA,22,7.42,,,0,0,3,0.0,,,0,,,0,0,3,0.0
Henry Wu,Duke University,411666,CA,22,-1,,,0,5,3,1.6666666666666667,,,0,,,0,5,3,1.6666666666666667
Colson Zucker,Duke University,399141,NC,22,7.22,0,3,0.0,11,3,3.6666666666666665,,,0,,,0,11,6,1.8333333333333333
Jonah Cagley,Duke University,1184609,NC,23,100.00,24,3,8.0,,,0,,,0,,,0,24,3,8.0
Christopher Dalla Valle,Duke University,404843,VA,23,10.21,0,4,0.0,,,0,,,0,,,0,0,4,0.0
Brendan Driscoll,Duke University,357804,FL,23,5.99,,,0,,,0,,,0,,,0,0,0,0
Charlie Gingrich,Duke University,453815,PA,23,13.44,1,3,0.3333333333333333,,,0,,,0,,,0,1,3,0.3333333333333333
Phillip Gong,Duke University,399977,NJ,23,12.29,,,0,,,0,,,0,,,0,0,0,0
Matthew Knox,Duke University,456989,IL,23,10.22,,,0,,,0,,,0,,,0,0,0,0
Coleman Kredich,Duke University,450443,TN,23,9.94,0,3,0.0,,,0,,,0,,,0,0,3,0.0
Kevin Repice,Duke University,459717,TX,23,14.83,,,0,,,0,,,0,,,0,0,0,0
Nicholas Talati,Duke University,422650,VA,23,11.50,0,3,0.0,,,0,,,0,,,0,0,3,0.0
William Tenpas,Duke University,404766,MD,23,20.73,,,0,,,0,,,0,,,0,0,0,0
Nicholas Viers,Duke University,404861,VA,23,14.36,,,0,,,0,,,0,,,0,0,0,0
Lucas Akker,Florida State University,244338,FL,14,19.95,,,0,,,0,,,0,,,0,0,0,0
Ian Apple,Florida State University,166274,FL,16,4.39,,,0,,,0,0,3,0.0,9,3,3.0,9,6,1.5
Harrison Brogden,Florida State University,58417,NC,15,6.90,,,0,,,0,5,3,1.6666666666666667,,,0,5,3,1.6666666666666667
Nicholas Brown,Florida State University,246733,GA,16,13.39,,,0,,,0,,,0,,,0,0,0,0
Kalonji Cole,Florida State University,259058,FL,16,100.00,,,0,9,3,3.0,,,0,49,3,16.333333333333332,58,6,9.666666666666666
Jason Coombs,Florida State University,159322,FL,17,1.53,57,3,19.0,68,3,22.666666666666668,67,3,22.333333333333332,51,3,17.0,243,12,20.25
John Deedrick,Florida State University,85710,FL,15,6.43,,,0,,,0,,,0,,,0,0,0,0
Kyle Doxtater,Florida State University,165851,MD,16,11.39,,,0,3,3,1.0,3,3,1.0,0,3,0.0,6,9,0.6666666666666666
Tyler Fozkos,Florida State University,65730,IN,15,3.40,,,0,,,0,,,0,,,0,0,0,0
Joshua Friedel,Florida State University,201722,VA,15,2.23,,,0,,,0,35,3,11.666666666666666,29,4,7.25,64,7,9.142857142857142
DOMINIC GIORDANO,Florida State University,178955,PA,17,100.00,,,0,69,3,23.0,80,3,26.666666666666668,85,3,28.333333333333332,234,9,26.0
Dylan Grisell,Florida State University,302840,ON,17,100.00,30,3,10.0,63,3,21.0,44,2,22.0,69,3,23.0,206,11,18.727272727272727
Thaxter Hensley,Florida State University,198409,FL,16,14.41,,,0,18,3,6.0,27,3,9.0,41,2,20.5,86,8,10.75
Richard Hildebrand,Florida State University,208255,FL,15,30.95,,,0,,,0,12,3,4.0,,,0,12,3,4.0
Jacob Kingsford,Florida State University,209082,FL,16,3.88,,,0,,,0,,,0,,,0,0,0,0
David Knight,Florida State University,149868,FL,15,5.90,,,0,,,0,54,3,18.0,75,3,25.0,129,6,21.5
Jemal LeGrand,Florida State University,243989,FL,17,6.57,5,3,1.6666666666666667,0,3,0.0,0,3,0.0,,,0,5,9,0.5555555555555556
Michael Lewark,Florida State University,153310,FL,15,-1,,,0,,,0,62,3,20.666666666666668,,,0,62,3,20.666666666666668
Cadell Lyons,Florida State University,106658,TRI,15,5.40,,,0,,,0,31,3,10.333333333333334,0,3,0.0,31,6,5.166666666666667
Dylan Marsolek,Florida State University,244348,FL,16,13.91,,,0,,,0,,,0,,,0,0,0,0
Kevin Matheus,Florida State University,149799,FL,14,-1,,,0,,,0,,,0,,,0,0,0,0
Jason McCormick,Florida State University,102786,FL,17,2.39,42,3,14.0,17,3,5.666666666666667,42,2,21.0,58,3,19.333333333333332,159,11,14.454545454545455
Dustin Miller,Florida State University,294125,USA,14,-1,,,0,,,0,,,0,5,3,1.6666666666666667,5,3,1.6666666666666667
max mitchell,Florida State University,85427,GA,15,16.41,,,0,,,0,,,0,,,0,0,0,0
Paul Murray,Florida State University,89897,FL,15,2.94,,,0,,,0,65,3,21.666666666666668,,,0,65,3,21.666666666666668
Thomas Neubacher,Florida State University,154163,FL,15,-1,,,0,,,0,68,3,22.666666666666668,,,0,68,3,22.666666666666668
Jared Pike,Florida State University,169225,RSA,15,100.00,,,0,,,0,22,3,7.333333333333333,,,0,22,3,7.333333333333333
Derek Pridemore,Florida State University,151945,FL,16,2.03,,,0,,,0,,,0,,,0,0,0,0
Alex Rodriguez,Florida State University,111474,CUB,15,14.92,,,0,,,0,16,3,5.333333333333333,,,0,16,3,5.333333333333333
Kevin Rogers,Florida State University,152621,NC,15,4.74,,,0,,,0,60,3,20.0,9,3,3.0,69,6,11.5
Pavel Sankovich,Florida State University,259059,BLR,14,4.04,,,0,,,0,,,0,96,4,24.0,96,4,24.0
Juan Sequera,Florida State University,69507,FL,15,4.31,,,0,,,0,45,3,15.0,,,0,45,3,15.0
JR Sims,Florida State University,289042,FL,17,-1,,,0,,,0,,,0,,,0,0,0,0
Anthony Soto,Florida State University,136148,FL,14,9.92,,,0,,,0,,,0,,,0,0,0,0
Robert Swanbeck,Florida State University,74776,FL,15,16.43,,,0,,,0,,,0,,,0,0,0,0
Michael Thomas,Florida State University,292791,USA,14,-1,,,0,,,0,,,0,,,0,0,0,0
Calvin Bryant,Florida State University,179929,FL,18,1.60,14,3,4.666666666666667,14,2,7.0,12,3,4.0,10,3,3.3333333333333335,50,11,4.545454545454546
Gavin Colley,Florida State University,89203,MD,18,7.86,,,0,,,0,,,0,,,0,0,0,0
Soren Evans,Florida State University,209042,FL,18,23.92,,,0,,,0,,,0,,,0,0,0,0
Storm Hewitt,Florida State University,248362,TX,15,3.41,,,0,,,0,,,0,0,3,0.0,0,3,0.0
Trevor Hine,Florida State University,230789,PA,18,9.38,,,0,,,0,,,0,,,0,0,0,0
Franklin Horpel,Florida State University,168536,CA,16,4.84,,,0,,,0,,,0,,,0,0,0,0
Cameron Johnson,Florida State University,366355,FL,18,100.00,0,3,0.0,19,3,6.333333333333333,0,2,0.0,,,0,19,8,2.375
Connor Kalisz,Florida State University,237303,MD,18,3.34,4,3,1.3333333333333333,50,3,16.666666666666668,45,3,15.0,38,3,12.666666666666666,137,12,11.416666666666666
Samuel Mitchum,Florida State University,217277,FL,15,64.44,,,0,,,0,,,0,,,0,0,0,0
Chad Mylin,Florida State University,209195,FL,18,7.90,0,3,0.0,23,3,7.666666666666667,40,3,13.333333333333334,27,3,9.0,90,12,7.5
Joseph Plechy,Florida State University,347019,FL,18,32.57,,,0,,,0,6,3,2.0,20,2,10.0,26,5,5.2
Jonathan Ratliff,Florida State University,179888,FL,18,6.95,,,0,,,0,,,0,,,0,0,0,0
Tyler Roberge,Florida State University,362316,AB,18,-1,52,3,17.333333333333332,22,3,7.333333333333333,43,3,14.333333333333334,19,3,6.333333333333333,136,12,11.333333333333334
Marc Rojas,Florida State University,201974,FL,16,10.41,,,0,,,0,0,3,0.0,0,3,0.0,0,6,0.0
Jacob Urbano,Florida State University,183340,HI,18,10.14,,,0,3,3,1.0,0,3,0.0,,,0,3,6,0.5
Guy Fernandes,Florida State University,253994,FL,16,13.73,,,0,,,0,,,0,,,0,0,0,0
Noah Hensley,Florida State University,196589,FL,19,16.70,26,4,6.5,,,0,58,3,19.333333333333332,53,3,17.666666666666668,137,10,13.7
Cooper Hoffman,Florida State University,254308,FL,19,20.47,,,0,,,0,,,0,,,0,0,0,0
