Name,Team,Swimmer_ID,hometown,Starting season,Power_Index,FR,Events-FR,Freshman_PPE,SO,Events-SO,Sophomore_ppe,JR,Events-JR,Junior_ppe,SR,Events-SR,Senior_ppe,Total_Points,Total_Events,Total_ppe
Ashley LeClair,University of Louisville,148919,KY,18,5.83,17,3,5.666666666666667,42,3,14.0,,,0,,,0,59,6,9.833333333333334
Hannah Magnuson,University of Louisville,166221,KY,18,3.24,13,3,4.333333333333333,11,2,5.5,8,3,2.6666666666666665,,,0,32,8,4.0
Alli Murphy,University of Louisville,366328,USA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Margaret Patterson,University of Louisville,291705,KY,18,6.33,7,3,2.3333333333333335,,,0,,,0,,,0,7,3,2.3333333333333335
Marah Pugh,University of Louisville,124584,MI,18,4.28,41,3,13.666666666666666,37,3,12.333333333333334,1,1,1.0,,,0,79,7,11.285714285714286
Luana Ribeiro,University of Louisville,377986,USA,15,-1,,,0,,,0,,,0,,,0,0,0,0
Emily Sarratt,University of Louisville,244040,NC,18,6.39,,,0,,,0,,,0,,,0,0,0,0
Caitlin Ahern,University of Louisville,235597,FL,19,19.97,,,0,,,0,,,0,,,0,0,0,0
Clara Baggett,University of Louisville,270766,IN,19,13.01,,,0,,,0,,,0,,,0,0,0,0
Rachael Bradford-Feldman,University of Louisville,258143,VT,19,9.56,77,3,25.666666666666668,73,4,18.25,82,3,27.333333333333332,,,0,232,10,23.2
Mallory Comerford,University of Louisville,212711,MI,19,4.12,88,4,22.0,92,3,30.666666666666668,96,3,32.0,96,3,32.0,372,13,28.615384615384617
Alina Kendzior,University of Louisville,424701,RUS,19,-1,62,4,15.5,71,4,17.75,63,4,15.75,59,4,14.75,255,16,15.9375
Grace Long,University of Louisville,225375,OH,19,8.26,,,0,,,0,,,0,,,0,0,0,0
Emily Moser,University of Louisville,181786,IN,19,11.88,13,3,4.333333333333333,33,3,11.0,,,0,,,0,46,6,7.666666666666667
Manuela Sampaio,University of Louisville,227352,KY,19,11.21,6,3,2.0,,,0,,,0,,,0,6,3,2.0
Avery Braunecker,University of Louisville,196102,IL,20,7.80,,,0,26,3,8.666666666666666,33,3,11.0,,,0,59,6,9.833333333333334
Sophie Cattermole,University of Louisville,210507,FL,19,2.22,,,0,17,3,5.666666666666667,71,3,23.666666666666668,47,3,15.666666666666666,135,9,15.0
Casey Fanz,University of Louisville,197267,VA,20,5.13,51,3,17.0,49,3,16.333333333333332,33,3,11.0,53,3,17.666666666666668,186,12,15.5
Molly Fears,University of Louisville,262771,IN,20,100.00,22,3,7.333333333333333,59,3,19.666666666666668,61,3,20.333333333333332,71,3,23.666666666666668,213,12,17.75
Nastja Govejšek,University of Louisville,288765,SLO,20,2.39,28,3,9.333333333333334,23,3,7.666666666666667,15,3,5.0,23,3,7.666666666666667,89,12,7.416666666666667
Silvia Guerra,University of Louisville,515605,ITA,20,-1,38,3,12.666666666666666,,,0,,,0,,,0,38,3,12.666666666666666
Margaret Jahns,University of Louisville,262692,IN,20,14.14,,,0,7,3,2.3333333333333335,,,0,,,0,7,3,2.3333333333333335
Emily LeClair,University of Louisville,276214,KY,20,19.27,,,0,,,0,,,0,,,0,0,0,0
Grace Oglesby,University of Louisville,227538,KY,20,1.85,58,3,19.333333333333332,87,3,29.0,87,3,29.0,71,3,23.666666666666668,303,12,25.25
Brianna Price,University of Louisville,515609,MI,20,100.00,,,0,,,0,,,0,,,0,0,0,0
Michaela Sliney,University of Louisville,281365,MA,20,100.00,,,0,6,3,2.0,55,3,18.333333333333332,,,0,61,6,10.166666666666666
Sofie Underdahl,University of Louisville,264125,TX,20,11.75,21,3,7.0,,,0,,,0,,,0,21,3,7.0
Jillian Visscher,University of Louisville,236696,OR,20,6.05,33,3,11.0,61,3,20.333333333333332,49,3,16.333333333333332,38,3,12.666666666666666,181,12,15.083333333333334
Hannah Whiteley,University of Louisville,377286,OH,20,6.02,,,0,,,0,,,0,,,0,0,0,0
Mariia ASTASHKINA,University of Louisville,420732,RUS,21,1.95,68,3,22.666666666666668,49,3,16.333333333333332,62,3,20.666666666666668,,,0,179,9,19.88888888888889
Morgan Friesen,University of Louisville,273493,CO,21,3.91,49,3,16.333333333333332,49,3,16.333333333333332,47,3,15.666666666666666,,,0,145,9,16.11111111111111
Rachel Howard,University of Louisville,330608,KY,21,13.53,,,0,,,0,,,0,,,0,0,0,0
Alina JUNGKLAUS,University of Louisville,451077,GER,21,20.80,,,0,,,0,,,0,,,0,0,0,0
Carley Lowe,University of Louisville,345326,FL,21,3.88,28,3,9.333333333333334,,,0,22,3,7.333333333333333,,,0,50,6,8.333333333333334
Arina OPENYSHEVA,University of Louisville,420735,RUS,21,2.71,18,3,6.0,45,3,15.0,75,3,25.0,,,0,138,9,15.333333333333334
Ashlyn Schoof,University of Louisville,235643,WI,21,1.83,26,3,8.666666666666666,,,0,,,0,,,0,26,3,8.666666666666666
Diana Dunn,University of Louisville,291673,TX,22,5.72,,,0,23,3,7.666666666666667,,,0,,,0,23,3,7.666666666666667
Anika Holland,University of Louisville,958296,CA,22,-1,,,0,,,0,,,0,,,0,0,0,0
Alena Kraus,University of Louisville,237904,FL,22,4.46,47,3,15.666666666666666,64,3,21.333333333333332,,,0,,,0,111,6,18.5
Elizabeth Lambert,University of Louisville,958297,OH,22,100.00,,,0,,,0,,,0,,,0,0,0,0
Sophia Middendorf,University of Louisville,488061,KY,22,100.00,,,0,,,0,,,0,,,0,0,0,0
Allyson Schafer,University of Louisville,367817,MI,22,100.00,,,0,,,0,,,0,,,0,0,0,0
Kaitlyn Schorr,University of Louisville,272206,FL,22,5.16,,,0,,,0,,,0,,,0,0,0,0
Annette Schultz,University of Louisville,403284,MI,22,9.59,,,0,,,0,,,0,,,0,0,0,0
Maria Sumida,University of Louisville,558140,BRA,22,4.14,48,3,16.0,40,3,13.333333333333334,,,0,,,0,88,6,14.666666666666666
Kelly Tichenor,University of Louisville,331083,KY,22,14.41,,,0,,,0,,,0,,,0,0,0,0
Kaylee Wheeler,University of Louisville,276130,KY,22,6.90,31,3,10.333333333333334,31,3,10.333333333333334,,,0,,,0,62,6,10.333333333333334
Kyla Alexander,University of Louisville,502871,NZL,23,13.05,,,0,,,0,,,0,,,0,0,0,0
Abigail Andrews,University of Louisville,845147,TX,23,100.00,14,3,4.666666666666667,,,0,,,0,,,0,14,3,4.666666666666667
Elizabeth Dodd,University of Louisville,1193678,NY,23,100.00,,,0,,,0,,,0,,,0,0,0,0
Abbie Erickson,University of Louisville,474281,CO,23,100.00,,,0,,,0,,,0,,,0,0,0,0
Abigail Hay,University of Louisville,445574,OH,23,6.99,62,3,20.666666666666668,,,0,,,0,,,0,62,3,20.666666666666668
Madison Luther,University of Louisville,403367,MI,23,12.07,22,3,7.333333333333333,,,0,,,0,,,0,22,3,7.333333333333333
Christiana Regenauer,University of Louisville,399871,NY,23,5.09,50,3,16.666666666666668,,,0,,,0,,,0,50,3,16.666666666666668
