Swimmer_ID,Time,Meet,Year,Date,Imp
165852,22.26,"Catholic vs. American, George Washington", 2012,"Oct 12, 2012",NA
165852,21.49,Atlantic 10 Conference Championships, 2012,"Feb 23, 2012",+4.7%
165852,22.71,Rhode Island Invite, 2012,"Jan 13, 2012",-0.8%
165852,22.54,Patriot Invitational, 2011,"Nov 17, 2011",+1.2%
165852,22.81,"American vs. Catholic, George Washington", 2011,"Oct 14, 2011",NA
165852,22.03,2011 NCSA Jr National Championships, 2011,"Mar 19, 2011",-1.9%
165852,21.61,2011 Washington (Md) Metropolitan Interscholastic Championships, 2011,"Feb 26, 2011",NA
165852,21.66,2011 Washington (Md) Metropolitan Interscholastic Championships, 2011,"Feb 26, 2011",NA
285067,23.30,Texas Christian vs. Texas-Permian Basin, 2016,"Sep 24, 2016",NA
233429,22.08,Big Al Open, 2015,"Dec 04, 2015",+2.4%
233429,22.63,Pittsburgh Invitational, 2015,"Nov 20, 2015",NA
233429,21.67,2015 YMCA Short Course National Championship, 2015,"Apr 01, 2015",NA
233429,22.79,2013 YMCA National Championships (SCY), 2013,"Apr 03, 2013",NA
403962,23.02,2015 YMCA Short Course National Championship, 2015,"Apr 02, 2015",NA
238090,22.84,2014 Speedo Champions Series - California, 2014,"Dec 21, 2014",NA
275167,20.70,Michigan vs. Pitt, 2019,"Mar 05, 2019",+0.6%
275167,20.83,Pitt Western Pa Invitational, 2019,"Jan 26, 2019",+1.0%
275167,21.19,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",NA
275167,21.03,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",NA
275167,20.38,2018 Atlantic Coast Championships (M), 2018,"Feb 22, 2018",+2.5%
275167,20.95,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",-0.2%
275167,21.12,WVU vs Pitt, 2018,"Jan 18, 2018",-1.1%
275167,20.99,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-0.4%
275167,21.19,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-1.4%
275167,20.90,Ohio State Invitational, 2017,"Nov 17, 2017",+1.6%
275167,21.25,Georgia Tech vs. Pittsburgh, 2017,"Oct 06, 2017",NA
275167,21.18,Western PA Invitational, 2017,"Jan 28, 2017",-0.7%
275167,21.04,Ohio State Invitational, 2016,"Nov 18, 2016",+3.3%
275167,21.76,Virginia vs. Pittsburgh, 2016,"Oct 21, 2016",NA
275167,20.85,2016 Atlantic Coast Championships (M), 2016,"Feb 25, 2016",+0.5%
275167,21.22,Big Al Open, 2015,"Dec 04, 2015",-1.0%
275167,20.96,Big Al Open, 2015,"Dec 04, 2015",+0.2%
275167,21.01,Pittsburgh Invitational, 2015,"Nov 20, 2015",+2.0%
275167,21.54,"Virginia Tech vs. Notre Dame, Pittsburgh", 2015,"Nov 07, 2015",-0.5%
275167,21.43,Bucknell vs. Pittsburgh, 2015,"Oct 24, 2015",+0.3%
275167,21.49,Pittsburgh vs. Georgia Tech, 2015,"Oct 17, 2015",NA
275167,20.74,2014-15 Pennsylvania Boys AAA State Championships, 2015,"Mar 13, 2015",+2.9%
275167,21.37,2014 Speedo WInter Junior Championships, 2014,"Dec 11, 2014",NA
275167,21.35,"2014 Speedo Champions Series - Christiansburg, VA", 2014,"Mar 22, 2014",NA
275167,21.51,"2014 Speedo Champions Series - Christiansburg, VA", 2014,"Mar 22, 2014",NA
275145,21.67,ECAC Time Trials, 2016,"Feb 28, 2016",+0.3%
275145,22.70,Pittsburgh vs. Denison, 2016,"Jan 16, 2016",-4.4%
275145,21.76,Big Al Open, 2015,"Dec 04, 2015",-0.1%
275145,21.99,Big Al Open, 2015,"Dec 04, 2015",-1.1%
275145,21.74,Pittsburgh Invitational, 2015,"Nov 20, 2015",+3.2%
275145,22.45,Bucknell vs. Pittsburgh, 2015,"Oct 24, 2015",NA
275145,21.74,Speedo Champions Series - Christiansburg, 2015,"Mar 21, 2015",+0.8%
275145,21.77,Speedo Champions Series - Christiansburg, 2015,"Mar 21, 2015",+0.7%
275145,21.92,The Mark J. Braun Fall Classic, 2014,"Nov 22, 2014",NA
275145,22.09,The Mark J. Braun Fall Classic, 2014,"Nov 22, 2014",NA
275145,22.27,"2014 Speedo Champions Series - Christiansburg, VA", 2014,"Mar 22, 2014",-1.0%
275145,22.04,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",NA
275145,22.12,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",NA
275145,22.37,"2013 Speedo Champions Series - Christiansburg, VA", 2013,"Mar 23, 2013",NA
225335,21.72,OH MAKO Senior Circuit Meet, 2017,"Mar 03, 2017",+3.3%
225335,21.58,OH MAKO Senior Circuit Meet, 2017,"Mar 03, 2017",+4.0%
225335,22.47,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",NA
225335,22.85,Lake Erie Senior Championships, 2016,"Mar 06, 2016",NA
225335,21.87,NCSA Spring Junior National Championship, 2015,"Mar 21, 2015",-0.6%
225335,22.91,2015 Lake Erie Senior Championships, 2015,"Mar 08, 2015",-5.4%
225335,21.73,2015 Lake Erie Senior Championships, 2015,"Mar 07, 2015",+2.3%
225335,21.87,2015 Lake Erie Senior Championships, 2015,"Mar 07, 2015",+1.7%
225335,22.25,"SwimStrong ""Splash Out Cancer""", 2014,"Nov 02, 2014",NA
225335,21.68,2014 NCSA Junior National Championships - Boys, 2014,"Mar 22, 2014",+0.2%
225335,21.72,2014 NCSA Junior National Championships - Boys, 2014,"Mar 18, 2014",NA
236552,21.50,Pitt Western Pa Invitational, 2019,"Jan 26, 2019",NA
236552,22.87,2015 CO AP Senior Meet, 2015,"Feb 28, 2015",NA
275117,20.64,2017 Atlantic Coast Championships (M), 2017,"Feb 28, 2017",+3.4%
275117,21.36,Western PA Invitational, 2017,"Jan 28, 2017",+0.8%
275117,22.28,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",-3.5%
275117,21.53,Ohio State Invitational, 2016,"Nov 18, 2016",+2.0%
275117,21.96,Pittsburgh vs. SUNY Buffalo, 2016,"Oct 28, 2016",+1.4%
275117,22.28,"Boston College vs. Georgia Tech, Pittsburgh", 2016,"Oct 08, 2016",NA
275117,21.07,2016 Atlantic Coast Championships (M), 2016,"Feb 25, 2016",-0.6%
275117,22.34,Western PA Invitational, 2016,"Jan 30, 2016",-6.7%
275117,22.55,Western PA Invitational, 2016,"Jan 30, 2016",-7.7%
275117,21.80,Pittsburgh vs. Denison, 2016,"Jan 16, 2016",-4.1%
275117,20.97,Big Al Open, 2015,"Dec 04, 2015",+1.1%
275117,20.94,Big Al Open, 2015,"Dec 04, 2015",+1.3%
275117,21.09,Big Al Open, 2015,"Dec 04, 2015",+0.6%
275117,21.21,Pittsburgh Invitational, 2015,"Nov 20, 2015",+2.6%
275117,21.78,"Virginia Tech vs. Notre Dame, Pittsburgh", 2015,"Nov 06, 2015",-0.0%
275117,21.77,Bucknell vs. Pittsburgh, 2015,"Oct 24, 2015",NA
275117,21.09,2014-15 Pennsylvania AAA State Championships, 2015,"Mar 13, 2015",+0.2%
275117,21.15,2014-15 Pennsylvania AAA State Championships, 2015,"Mar 13, 2015",-0.0%
275117,21.33,2014-15 Pennsylvania Boys AAA State Championships, 2015,"Mar 13, 2015",-0.9%
275117,21.09,2014-15 Pennsylvania Boys AAA State Championships, 2015,"Mar 13, 2015",+0.2%
275117,21.15,2014-15 Pennsylvania Boys AAA State Championships, 2015,"Mar 13, 2015",-0.0%
275117,21.14,2015 Tom Dolan Invitational, 2014,"Dec 13, 2014",NA
275117,21.34,2015 Tom Dolan Invitational, 2014,"Dec 13, 2014",NA
275117,21.23,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",+1.4%
275117,21.30,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",+1.1%
275117,21.02,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",+2.4%
275117,21.27,2013-14 Pennsylvania State Championships - AAA, 2014,"Mar 12, 2014",+1.2%
275117,21.53,2013-14 Pennsylvania Non-State Best Times, 2014,"Feb 08, 2014",NA
305951,21.56,Ohio State Winter Invitational, 2020,"Feb 14, 2020",+4.9%
305951,21.50,Ohio State Winter Invitational, 2020,"Feb 14, 2020",+5.2%
305951,22.67,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",NA
305951,22.25,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",-3.2%
305951,22.97,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",-6.5%
305951,21.56,Ohio State Invitational, 2018,"Nov 15, 2018",NA
305951,21.05,Ohio State Winter Invite, 2018,"Feb 11, 2018",+2.8%
305951,24.26,Ohio State Winter Invite, 2018,"Feb 11, 2018",-12.1%
305951,21.65,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",+0.5%
305951,22.17,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-1.9%
305951,21.75,Ohio State Invitational, 2017,"Nov 17, 2017",+0.1%
305951,22.26,"Rutgers vs. Georgetown, Pittsburgh, Seton Hall", 2017,"Nov 03, 2017",-2.3%
305951,21.97,"Rutgers vs. Georgetown, Pittsburgh, Seton Hall", 2017,"Nov 03, 2017",-0.9%
305951,21.77,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 20, 2017",NA
305951,21.44,Ohio State Winter Invite 2017, 2017,"Feb 12, 2017",+0.9%
305951,22.29,"Ohio State vs. Akron, Pittsburgh", 2017,"Jan 21, 2017",-3.1%
305951,22.46,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",-3.8%
305951,21.63,Ohio State Invitational, 2016,"Nov 18, 2016",+1.9%
305951,22.06,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 04, 2016",NA
305951,21.53,"2016 YMCA Short Course National Championships, April 8, Greensboro, NC", 2016,"Apr 07, 2016",NA
305951,21.31,NCSA Spring Junior National Championship, 2015,"Mar 21, 2015",-0.3%
305951,21.24,2015 Florida Senior Championships, 2015,"Feb 28, 2015",+0.9%
305951,21.36,2015 Florida Senior Championships, 2015,"Feb 28, 2015",+0.4%
305951,21.49,2015 Florida Senior Championships, 2015,"Feb 27, 2015",-0.2%
305951,21.44,2014 Speedo WInter Junior Championships, 2014,"Dec 11, 2014",NA
290952,20.56,2017 Atlantic Coast Championships (M), 2017,"Feb 28, 2017",+1.5%
290952,20.88,Western PA Invitational, 2017,"Jan 28, 2017",+1.4%
290952,21.59,"Ohio State vs. Akron, Pittsburgh", 2017,"Jan 21, 2017",-1.9%
290952,21.18,Ohio State Invitational, 2016,"Nov 18, 2016",+1.9%
290952,21.81,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 05, 2016",-1.0%
290952,21.60,Pittsburgh vs. SUNY Buffalo, 2016,"Oct 28, 2016",+0.9%
290952,21.79,Virginia vs. Pittsburgh, 2016,"Oct 21, 2016",+0.5%
290952,21.90,"Boston College vs. Georgia Tech, Pittsburgh", 2016,"Oct 08, 2016",NA
290952,20.84,"2016 YMCA Short Course National Championships, April 8, Greensboro, NC", 2016,"Apr 07, 2016",0.0%
290952,20.87,"2016 YMCA Short Course National Championships, April 8, Greensboro, NC", 2016,"Apr 07, 2016",-0.1%
290952,20.84,2016 YMCA Short Course National Championships, 2016,"Apr 04, 2016",+1.1%
290952,21.44,2016 Pennsylvania AAA Boys State Championships, 2016,"Mar 16, 2016",-1.7%
290952,21.56,2016 Pennsylvania AAA Boys State Championships, 2016,"Mar 16, 2016",-2.3%
290952,21.08,2016 Winterfest Invitational, 2016,"Jan 09, 2016",+2.1%
290952,21.53,Diplomat Swim Club  Speedo Holiday Classic, 2015,"Dec 05, 2015",NA
290952,21.67,Diplomat Swim Club  Speedo Holiday Classic, 2015,"Dec 05, 2015",NA
290952,21.30,2015 YMCA Short Course National Championship, 2015,"Apr 02, 2015",NA
290952,21.30,2015 YMCA Short Course National Championship, 2015,"Apr 02, 2015",NA
290952,22.63,2014 YMCA Short Course National Championship, 2014,"Apr 01, 2014",NA
433591,22.08,Pittsburgh vs. Denison, 2020,"Jan 17, 2020",NA
433591,21.16,Ohio State Invitational, 2018,"Nov 17, 2018",NA
433591,21.72,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",-0.8%
433591,21.55,"Pitt vs. James Madison, Michigan State, Miami (FL)", 2017,"Oct 27, 2017",NA
363665,22.33,Missouri Invitational, 2014,"Nov 20, 2014",NA
249159,20.37,2017 Atlantic Coast Championships (M), 2017,"Feb 28, 2017",-0.7%
249159,20.33,2017 Atlantic Coast Championships (M), 2017,"Feb 28, 2017",-0.5%
249159,20.74,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",-2.5%
249159,21.29,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",-5.2%
249159,20.41,2016 AT&T Winter Championships, 2016,"Dec 01, 2016",-0.9%
249159,20.44,2016 AT&T Winter Championships, 2016,"Dec 01, 2016",-1.0%
249159,20.46,Ohio State Invitational, 2016,"Nov 18, 2016",+1.5%
249159,20.36,Ohio State Invitational, 2016,"Nov 18, 2016",+2.0%
249159,20.23,Ohio State Invitational, 2016,"Nov 18, 2016",+2.6%
249159,20.77,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 05, 2016",+0.2%
249159,20.88,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 04, 2016",-0.3%
249159,20.81,Virginia vs. Pittsburgh, 2016,"Oct 21, 2016",NA
249159,20.32,2015 Western Athletic Conference Championships, 2015,"Feb 26, 2015",-0.3%
249159,21.68,UNLV Invitational, 2014,"Dec 13, 2014",-7.0%
249159,20.86,UNLV Invitational, 2014,"Dec 13, 2014",-3.0%
249159,20.26,Missouri Invitational, 2014,"Nov 20, 2014",+3.8%
249159,20.28,Missouri Invitational, 2014,"Nov 20, 2014",+3.7%
249159,21.05,"UNLV vs. Arizona, Utah", 2014,"Nov 01, 2014",NA
249159,20.43,2014 Western Athletic Conference Championships, 2014,"Feb 27, 2014",+2.5%
249159,20.46,2014 Western Athletic Conference Championships, 2014,"Feb 27, 2014",+2.4%
249159,20.96,UNLV Fall Invitational, 2013,"Nov 21, 2013",NA
249159,20.82,2013 Mountain Pacific Sports Federation Championships, 2013,"Feb 21, 2013",-0.3%
249159,21.45,UNLV vs. Air Force, 2013,"Jan 25, 2013",-3.3%
249159,21.39,UNLV Winter Invitational, 2012,"Dec 15, 2012",-3.0%
249159,21.63,UNLV Winter Invitational, 2012,"Dec 15, 2012",-4.2%
249159,20.86,Missouri Invitational, 2012,"Nov 29, 2012",NA
249159,20.76,Missouri Invitational, 2012,"Nov 29, 2012",NA
249159,20.89,Missouri Invitational, 2012,"Nov 29, 2012",NA
342453,22.18,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",NA
342453,21.89,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",NA
342453,23.36,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",NA
342453,21.89,2016 AM SC MLAC Mini Champs/HS Special, 2016,"Mar 05, 2016",+5.0%
342453,23.05,The 2015 Mark J. Braun Fall Cl, 2015,"Nov 22, 2015",NA
342453,22.85,"2014 Speedo Champions Series - Christiansburg, VA", 2014,"Mar 22, 2014",NA
254044,21.19,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",NA
254044,22.63,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 17, 2016",-2.9%
254044,22.00,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 04, 2016",+1.7%
254044,22.38,Virginia vs. Pittsburgh, 2016,"Oct 21, 2016",NA
254044,22.05,FGC Senior Championships @ SOFLO, 2016,"Mar 20, 2016",+0.5%
254044,22.33,FGC Senior Championships @ SOFLO, 2016,"Mar 20, 2016",-0.8%
254044,22.31,FGC Senior Championships @ SOFLO, 2016,"Mar 18, 2016",-0.7%
254044,22.15,2015 FLGSC Holiday Classic, 2015,"Dec 05, 2015",NA
506387,21.76,Western PA Invite, 2020,"Jan 24, 2020",NA
506387,21.87,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",NA
502641,20.19,2020 Atlantic Coast Championships (M), 2020,"Feb 27, 2020",-0.6%
502641,20.41,Western PA Invite, 2020,"Jan 24, 2020",-1.7%
502641,20.54,Pittsburgh vs. Denison, 2020,"Jan 17, 2020",-2.3%
502641,21.60,West Virginia vs. Pittsburgh, 2020,"Jan 04, 2020",-7.6%
502641,20.51,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",-2.2%
502641,20.71,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",-3.2%
502641,20.07,Purdue Invitational, 2019,"Nov 21, 2019",+3.8%
502641,20.19,Purdue Invitational, 2019,"Nov 21, 2019",+3.3%
502641,20.87,Pittsburgh vs. Notre Dame, 2019,"Nov 09, 2019",+1.3%
502641,21.25,Michigan State vs. Pittsburgh, 2019,"Oct 18, 2019",-0.5%
502641,21.14,TYR FALL CLASSIC, 2019,"Oct 04, 2019",NA
502641,20.14,2019 Atlantic Coast Championships (M), 2019,"Feb 28, 2019",+1.5%
502641,20.01,2019 Atlantic Coast Championships (M), 2019,"Feb 28, 2019",+2.2%
502641,20.45,Pitt Western Pa Invitational, 2019,"Jan 26, 2019",+0.9%
502641,20.90,Pittsburgh vs. West Virginia, 2019,"Jan 05, 2019",-1.3%
502641,20.63,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",+0.3%
502641,21.20,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",-2.4%
502641,20.81,Ohio State Invitational, 2018,"Nov 15, 2018",+1.5%
502641,20.70,Ohio State Invitational, 2018,"Nov 15, 2018",+2.0%
502641,21.13,"Notre Dame vs. Pittsburgh, Virginia Tech", 2018,"Nov 03, 2018",+0.8%
502641,21.77,Virginia vs. Pittsburgh, 2018,"Oct 20, 2018",-2.2%
502641,21.31,Pittsburgh vs. George Washington, 2018,"Oct 13, 2018",+2.1%
502641,21.35,Pittsburgh vs. George Washington, 2018,"Oct 13, 2018",+1.9%
502641,21.77,"Florida State vs. Georgia Tech, Pittsburgh", 2018,"Oct 06, 2018",NA
502641,20.83,2018 Atlantic Coast Championships (M), 2018,"Feb 23, 2018",-0.3%
502641,20.76,2018 Atlantic Coast Championships (M), 2018,"Feb 22, 2018",+0.9%
502641,21.41,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",-2.2%
502641,21.69,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",-3.5%
502641,21.50,WVU vs Pitt, 2018,"Jan 18, 2018",-2.6%
502641,21.01,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-0.3%
502641,21.50,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-2.6%
502641,21.14,Ohio State Invitational, 2017,"Nov 17, 2017",-0.9%
502641,21.16,Ohio State Invitational, 2017,"Nov 17, 2017",-1.0%
502641,21.18,"Rutgers vs. Georgetown, Pittsburgh, Seton Hall", 2017,"Nov 03, 2017",+0.4%
502641,20.95,"Rutgers vs. Georgetown, Pittsburgh, Seton Hall", 2017,"Nov 03, 2017",+1.5%
502641,21.34,"Pitt vs. James Madison, Michigan State, Miami (FL)", 2017,"Oct 27, 2017",-0.3%
502641,21.34,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 21, 2017",-0.3%
502641,21.27,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 20, 2017",+2.0%
502641,21.71,Georgia Tech vs. Pittsburgh, 2017,"Oct 06, 2017",NA
502641,21.44,Speedo Champions Series - Eastern - Chambersburg (Region 2), 2017,"Apr 01, 2017",-2.3%
502641,21.59,Speedo Champions Series - Eastern - Chambersburg (Region 2), 2017,"Apr 01, 2017",-3.1%
502641,21.22,Pennsylvania AAA Boys State Championships, 2017,"Mar 17, 2017",-1.3%
502641,20.95,WPIAL AAA Championships, 2017,"Mar 02, 2017",NA
502641,21.98,20160310 AM Gold Champs, 2016,"Mar 13, 2016",NA
342941,21.66,Pittsburgh vs. Denison, 2020,"Jan 17, 2020",NA
342941,22.00,"Notre Dame vs. Pittsburgh, Virginia Tech", 2018,"Nov 02, 2018",NA
342941,21.65,Ohio State Winter Invite, 2018,"Feb 11, 2018",+1.5%
342941,21.22,Ohio State Winter Invite, 2018,"Feb 11, 2018",+3.5%
342941,22.05,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",-0.3%
342941,22.09,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",-0.5%
342941,22.41,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-1.9%
342941,21.99,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 21, 2017",NA
342941,21.95,Speedo Champions Series - Eastern - Chambersburg (Region 2), 2017,"Apr 01, 2017",NA
342941,21.78,Speedo Champions Series - Eastern - Chambersburg (Region 2), 2017,"Apr 01, 2017",NA
292661,20.47,2019 Atlantic Coast Championships (M), 2019,"Feb 28, 2019",+4.1%
292661,21.68,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",-1.6%
292661,21.58,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",-1.1%
292661,21.34,Ohio State Invitational, 2018,"Nov 15, 2018",+0.7%
292661,21.50,"Notre Dame vs. Pittsburgh, Virginia Tech", 2018,"Nov 03, 2018",+0.2%
292661,21.83,"Notre Dame vs. Pittsburgh, Virginia Tech", 2018,"Nov 02, 2018",-1.3%
292661,21.54,Pittsburgh vs. George Washington, 2018,"Oct 13, 2018",NA
292661,20.69,2018 Atlantic Coast Championships (M), 2018,"Feb 22, 2018",+1.4%
292661,20.98,Western Pennsylvania Invitational, 2018,"Jan 27, 2018",+1.8%
292661,21.37,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",+0.6%
292661,21.74,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-1.1%
292661,21.58,Ohio State Invitational, 2017,"Nov 17, 2017",-0.3%
292661,21.50,Ohio State Invitational, 2017,"Nov 17, 2017",+0.1%
292661,21.52,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 21, 2017",+1.8%
292661,21.91,Georgia Tech vs. Pittsburgh, 2017,"Oct 06, 2017",NA
292661,20.33,2017 NJCAA Championships, 2017,"Mar 01, 2017",+1.0%
292661,20.53,2017 NJCAA Championships, 2017,"Mar 01, 2017",+0.0%
292661,20.54,Spartan Invitational, 2016,"Dec 17, 2016",+5.0%
292661,20.77,Spartan Invitational, 2016,"Dec 17, 2016",+3.9%
292661,21.62,IRSC vs. Florida Atlantic, 2016,"Oct 28, 2016",NA
292661,20.69,2016 NJCAA Championships, 2016,"Mar 02, 2016",-0.3%
292661,20.79,2016 NJCAA Championships, 2016,"Mar 02, 2016",-0.8%
292661,20.77,Georiga Tech Invitational, 2015,"Nov 19, 2015",+1.8%
292661,20.63,Georiga Tech Invitational, 2015,"Nov 19, 2015",+2.5%
292661,21.15,Indian River State vs. Florida Atlantic, 2015,"Nov 13, 2015",NA
393143,25.06,2015 Illinois Senior Championships, 2015,"Mar 07, 2015",NA
377336,23.36,OH OSSC Spring into Summer Splash, 2017,"Jun 04, 2017",-5.4%
377336,22.16,Speedo Champions Series - Eastern - Chambersburg (Region 2), 2017,"Apr 01, 2017",+3.7%
377336,23.01,LE Mark J Braun Fall Classic, 2016,"Nov 19, 2016",NA
377336,22.30,54th Annual Christmas Meet Invitational, 2015,"Dec 20, 2015",+2.4%
377336,22.84,The 2015 Mark J. Braun Fall Cl, 2015,"Nov 22, 2015",NA
377336,22.57,2014-15 Pennsylvania AA State Championships, 2015,"Mar 11, 2015",+2.5%
377336,23.14,53rd Annual Christmas Meet, 2014,"Dec 13, 2014",NA
356990,22.78,Justin Jennings (Colgate) Invitational, 2018,"Oct 05, 2018",NA
356990,22.99,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",NA
636774,22.54,"Monmouth vs. Manhattan, Siena", 2019,"Nov 16, 2019",+2.3%
636774,23.06,NJIT Invitational, 2019,"Oct 11, 2019",NA
636774,21.68,2019 Metro Atlantic Athletic Conference Championships, 2019,"Feb 14, 2019",-1.2%
636774,22.39,FIU Sprint Invite, 2019,"Jan 05, 2019",-4.5%
636774,22.53,FIU Sprint Invite, 2019,"Jan 05, 2019",-5.2%
636774,21.42,ECAC Winter Championships, 2018,"Dec 01, 2018",+4.4%
636774,22.40,"American vs. Howard, Manhattan", 2018,"Oct 12, 2018",NA
395581,20.20,2020 Atlantic Coast Championships (M), 2020,"Feb 27, 2020",+0.3%
395581,20.96,Pittsburgh vs. Denison, 2020,"Jan 17, 2020",-3.5%
395581,20.41,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",-0.7%
395581,21.35,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",-5.4%
395581,20.35,Purdue Invitational, 2019,"Nov 21, 2019",NA
395581,20.26,Purdue Invitational, 2019,"Nov 21, 2019",NA
395581,20.98,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",-2.7%
395581,20.62,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",-1.0%
395581,21.24,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",-4.0%
395581,20.42,Ohio State Invitational, 2018,"Nov 15, 2018",+3.8%
395581,21.23,Virginia vs. Pittsburgh, 2018,"Oct 20, 2018",NA
395581,21.58,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",-3.2%
395581,21.12,Pittsburgh vs. Denison, 2018,"Jan 19, 2018",-1.0%
395581,21.11,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-1.0%
395581,21.36,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-2.2%
395581,20.91,"Pittsburgh vs. Louisiana State, Virginia", 2017,"Oct 21, 2017",NA
489210,22.19,Ohio State Invitational, 2017,"Nov 17, 2017",+1.7%
489210,22.58,"Pitt vs. James Madison, Michigan State, Miami (FL)", 2017,"Oct 27, 2017",NA
241620,21.26,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",NA
241620,21.77,AM TPIT 58th Annual Christmas Invitational, 2019,"Dec 14, 2019",NA
241620,21.54,Pitt Western Pa Invitational, 2019,"Jan 26, 2019",-1.5%
241620,21.23,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",NA
241620,21.49,AM TPIT 57th Annual Christmas Meet, 2018,"Dec 15, 2018",NA
241620,24.09,2015 Tom Dolan Invitational, 2014,"Dec 13, 2014",NA
451025,21.59,Denison vs. Pittsburgh, 2019,"Jan 18, 2019",-4.6%
451025,20.65,Ohio State Invitational, 2018,"Nov 15, 2018",NA
451025,20.95,Ohio State Invitational, 2018,"Nov 15, 2018",NA
451025,20.80,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",+0.5%
451025,21.69,AM TPIT 56th Annual Christmas Meet, 2017,"Dec 16, 2017",-3.7%
451025,20.91,Ohio State Invitational, 2017,"Nov 17, 2017",NA
362091,19.48,2020 Atlantic Coast Championships (M), 2020,"Feb 27, 2020",-2.0%
362091,19.54,2020 Atlantic Coast Championships (M), 2020,"Feb 27, 2020",-2.3%
362091,19.32,2020 Atlantic Coast Championships (M), 2020,"Feb 27, 2020",-1.2%
362091,19.77,Western PA Invite, 2020,"Jan 24, 2020",-3.5%
362091,19.93,Pittsburgh vs. Denison, 2020,"Jan 17, 2020",-4.3%
362091,20.08,West Virginia vs. Pittsburgh, 2020,"Jan 04, 2020",-5.1%
